included,category,dataset,mean,lower,upper,LR
5,CB-1D-MFN,Weeplace,0.034833238387165566,0.02932121424197943,0.040590251796440636,SLR
5,CB-1H-MFN,BrightKite,0.11760778717878573,0.08715777233842019,0.15121123219519741,SLR
5,CB-1H-MFN,Gowalla,0.07711398516222363,0.06102443165010293,0.09512108109395329,SLR
5,CB-1H-MFN,Weeplace,0.05879724462372379,0.05032089191820703,0.06825886656720512,SLR
5,SW-24H-MFN,BrightKite,0.10171791473768729,0.07622797542193394,0.12979975134649435,SLR
5,SW-24H-MFN,Gowalla,0.05776055161597625,0.045725387292203726,0.07121617360459695,SLR
5,SW-24H-MFN,Weeplace,0.03126069777681355,0.026016205382385305,0.03688686893463804,SLR
5,TFN,BrightKite,0.08126087676295574,0.05585660400595846,0.11007360582965953,SLR
5,TFN,Gowalla,0.08190043907174485,0.06561616418333768,0.09940616791213754,SLR
5,TFN,Weeplace,0.060285083133440165,0.052727360269644474,0.06871563007098865,SLR
6,CB-1D-MFN,BrightKite,0.0815173246923797,0.056291077539370224,0.11006197333142374,SLR
6,CB-1D-MFN,Gowalla,0.06447737238888106,0.04925634179177707,0.08220424888285732,SLR
6,CB-1D-MFN,Weeplace,0.03621357285283305,0.029461890620839096,0.043677262978513445,SLR
6,CB-1H-MFN,BrightKite,0.13377990045991023,0.09616635377768211,0.17463442630735135,SLR
6,CB-1H-MFN,Gowalla,0.0734524694226485,0.05773857429138123,0.09064368073836636,SLR
6,CB-1H-MFN,Weeplace,0.0604391852174643,0.05195667379745705,0.06975657708149438,SLR
6,SW-24H-MFN,BrightKite,0.08400167182805736,0.056952153028615615,0.11431290070263081,SLR
6,SW-24H-MFN,Gowalla,0.06443886047918719,0.0495495328814599,0.08143575786191301,SLR
6,SW-24H-MFN,Weeplace,0.0308234581234102,0.02517934795470736,0.037660851692021026,SLR
6,TFN,BrightKite,0.0750192278294456,0.05412498525294083,0.09948521640419582,SLR
6,TFN,Gowalla,0.07112433458733457,0.05572405818154443,0.08831287222734986,SLR
6,TFN,Weeplace,0.06681352112525475,0.05798070351556729,0.0760265601077679,SLR
7,CB-1D-MFN,BrightKite,0.11195413339437903,0.07603612701128161,0.1536341122670987,SLR
7,CB-1D-MFN,Gowalla,0.06164048626571876,0.04727408958396174,0.07873715014464693,SLR
7,CB-1D-MFN,Weeplace,0.0316145514606963,0.026572999847787725,0.03718130804299494,SLR
7,CB-1H-MFN,BrightKite,0.11765227993246881,0.08470239414331576,0.15608761998331785,SLR
7,CB-1H-MFN,Gowalla,0.07192890132781053,0.058119387780471654,0.08734474570586588,SLR
7,CB-1H-MFN,Weeplace,0.06000600899048619,0.051668283046577765,0.06919680267322144,SLR
7,SW-24H-MFN,BrightKite,0.0997978622911772,0.06481441945124665,0.13971148952817877,SLR
7,SW-24H-MFN,Gowalla,0.06175938418497008,0.04741372282336315,0.07811950215093007,SLR
7,SW-24H-MFN,Weeplace,0.03185857493800451,0.02628426049902008,0.038027438277443516,SLR
7,TFN,BrightKite,0.04076218520558429,0.02826518029334065,0.05497216575455252,SLR
7,TFN,Gowalla,0.07287470273040911,0.05634648429418535,0.09145866751618525,SLR
7,TFN,Weeplace,0.06236887815359697,0.05518596110106678,0.06990435985895377,SLR
8,CB-1D-MFN,BrightKite,0.09255687805458608,0.062074600104669767,0.12756701325666722,SLR
8,CB-1D-MFN,Gowalla,0.056807635996927924,0.04435448479351157,0.07114101456599649,SLR
8,CB-1D-MFN,Weeplace,0.0314638757411102,0.02587518906220854,0.03844690247437434,SLR
8,CB-1H-MFN,BrightKite,0.11652979394601093,0.08553747777231549,0.15094759414061024,SLR
8,CB-1H-MFN,Gowalla,0.0696195602154109,0.0539847402869032,0.08674937111862817,SLR
8,CB-1H-MFN,Weeplace,0.05976962504772342,0.05180647450523977,0.06874616622556629,SLR
8,SW-24H-MFN,BrightKite,0.09416616213314127,0.06404311832613006,0.12935593819221083,SLR
8,SW-24H-MFN,Gowalla,0.057228564244367196,0.04351110980768309,0.0732836425891659,SLR
8,SW-24H-MFN,Weeplace,0.03009803987512388,0.024166398709511955,0.03711341654704452,SLR
8,TFN,BrightKite,0.05227638622254024,0.03577601810583814,0.07143887146885461,SLR
8,TFN,Gowalla,0.06269803059810554,0.051155619759863456,0.07586936159677604,SLR
8,TFN,Weeplace,0.06100226671169267,0.053984941948446226,0.06847248233515517,SLR
9,CB-1D-MFN,BrightKite,0.0875500866263732,0.05805967322071872,0.12145299906930698,SLR
9,CB-1D-MFN,Gowalla,0.05371356477768624,0.042318471948730174,0.06644693047790741,SLR
9,CB-1D-MFN,Weeplace,0.033364566398487415,0.026745268513871212,0.041356121356988754,SLR
9,CB-1H-MFN,BrightKite,0.09101295035211485,0.06012107511210502,0.12776083665834084,SLR
9,CB-1H-MFN,Gowalla,0.06320729516333094,0.05113440187942907,0.07654740488031742,SLR
9,CB-1H-MFN,Weeplace,0.05754673174194652,0.04986412984388843,0.06614908039309192,SLR
9,SW-24H-MFN,BrightKite,0.0843814101747031,0.05571309461518743,0.11777190882451775,SLR
9,SW-24H-MFN,Gowalla,0.052763181846750676,0.041085002411870936,0.06584091901572628,SLR
9,SW-24H-MFN,Weeplace,0.02955288703936448,0.023304570760452507,0.03676629500481556,SLR
9,TFN,BrightKite,0.04064021691557998,0.026050196940352245,0.05876653586844062,SLR
9,TFN,Gowalla,0.06946285433356861,0.056174656512612046,0.084241433931039,SLR
9,TFN,Weeplace,0.05913067560347215,0.0518273519888035,0.06657919901710908,SLR
10,CB-1D-MFN,BrightKite,0.06709285091571149,0.044982780587998414,0.09501474269877408,SLR
10,CB-1D-MFN,Gowalla,0.05494241142493091,0.040237997316156036,0.07141698458557053,SLR
10,CB-1D-MFN,Weeplace,0.035546957135130425,0.028652815864749763,0.04349077707226311,SLR
10,CB-1H-MFN,BrightKite,0.10276833895200188,0.07056552009825837,0.13980559757040642,SLR
10,CB-1H-MFN,Gowalla,0.07272214875931475,0.05704750347341266,0.09104701456570188,SLR
10,CB-1H-MFN,Weeplace,0.05846856192265682,0.051079479792280016,0.06668825861674539,SLR
10,SW-24H-MFN,BrightKite,0.06759275114471859,0.04372554869738355,0.09662562937111974,SLR
10,SW-24H-MFN,Gowalla,0.053051259162477715,0.03973684935224738,0.06943400226848297,SLR
10,SW-24H-MFN,Weeplace,0.028970454515505697,0.022950081287538854,0.03626382491807508,SLR
10,TFN,BrightKite,0.041877472028412466,0.028773742298041922,0.057139359312975695,SLR
10,TFN,Gowalla,0.08455763741783476,0.06739876194648771,0.10358543994655198,SLR
10,TFN,Weeplace,0.06630032803903003,0.05896915603787374,0.07424918068048637,SLR
